nproyecto,nrecurso
Blackstone GSO Long Short Credit Income Fund,24477-2722-NE
Gabriela Mistral,26567-60236-GO
Tekla Healthcare Opportunies Fund,37479-12159-AG
"Argos Therapeutics, Inc.",92251-86270-MI
KT Corporation,22313-49841-JF
Ceragon Networks Ltd.,67280-28198-AB
Credit Acceptance Corporation,43444-11928-EE
La Pepa,97313-48333-JL
Las Luces,80388-95931-NL
Carola,79773-60250-GN
PowerShares Golden Dragon China Portfolio,80248-38923-BI
Johnson & Johnson,52317-62694-DN
Zion Oil & Gas Inc,4455-44598-BJ
Novelion Therapeutics Inc.,84440-38201-JK
Nuveen AMT-Free Municipal Value Fund,73514-60020-IL
"Hub Group, Inc.",96351-28424-FN
"Midland States Bancorp, Inc.",79788-68092-FF
Stamps.com Inc.,46363-16328-FL
Check-Cap Ltd.,89277-36247-FN
Manantial,73036-13319-EM
CMP - Romeral,34391-93021-OM
"Sierra Oncology, Inc.",98221-95331-NN
Radomiro Tomic,87382-31522-NH
"AMC Entertainment Holdings, Inc.",4753-94020-DB
Regal Entertainment Group,60360-57343-GE
Inseego Corp.,56951-709-GL
"MiMedx Group, Inc",39695-16199-OD
"SolarEdge Technologies, Inc.",60572-18293-OH
Can Can,43282-30729-IN
Altamira,16835-71695-KJ
El Volcán,5177-36658-FM
Punta de Lobos - Kanita,3477-95881-MO
Las Luces,42501-90215-FI
Virco Manufacturing Corporation,2545-7907-KE
El Tesoro,9614-32188-BD
"Western New England Bancorp, Inc.",28376-5201-LB
"Westbury Bancorp, Inc.",35390-43152-FN
Peckett,90928-72066-LF
Drive Shack Inc.,50444-59073-FE
Great Plains Energy Inc,98650-26790-BG
United Microelectronics Corporation,94677-43029-MK
Diageo plc,75523-50004-DA
"Recon Technology, Ltd.",8992-49938-IN
"International Seaways, Inc.",13570-99247-DI
"HD Supply Holdings, Inc.",45272-47090-MA
"Evolving Systems, Inc.",10558-15496-NM
Peapack-Gladstone Financial Corporation,49034-41539-GB
Brookfield Global Listed Infrastructure Income Fund,30618-68226-LA
Lomas Bayas,15991-3138-AM
Cerro Bayo,94206-49034-IN
Peapack-Gladstone Financial Corporation,24637-56646-NB
Talcuna,26534-90855-MA
Nuveen Energy MLP Total Return Fund,42321-64077-LL
"Destination XL Group, Inc.",38181-6295-GM
Las Luces,4287-93809-JI
"Ocular Therapeutix, Inc.",84035-74939-NF
Galectin Therapeutics Inc.,66649-28198-KL
"Cogentix Medical, Inc.",99612-49001-EG
"Financial Engines, Inc.",59846-65637-LE
"Waste Management, Inc.",82317-32802-BI
Drive Shack Inc.,85466-30143-DI
Punta de Lobos - Kanita,80242-36952-OL
Incyte Corporation,43384-56302-BO
Franke,70224-90221-II
"Ocular Therapeutix, Inc.",16100-71879-FN
KT Corporation,49115-16449-MH
"Mirna Therapeutics, Inc.",65031-19252-FK
Quiborax - Ascotán,78449-12275-GB
Virco Manufacturing Corporation,5250-35216-GG
Faride,73875-98287-HO
"Fiserv, Inc.",46726-49619-JL
PTC Inc.,68408-80652-IK
Natl Westminster Pfd,28407-23817-BJ
Double Eagle Acquisition Corp.,5300-80158-MO
"MiMedx Group, Inc",15984-68975-EI
Escondida,98804-69182-OK
"Kura Oncology, Inc.",95342-10579-HK
NVIDIA Corporation,82734-16352-LK
"Apple Hospitality REIT, Inc.",96290-33791-BF
Pupunahue,67728-61176-FJ
"Sarepta Therapeutics, Inc.",30481-74085-HA
Tranquilo,45900-99480-GB
Neff Corporation,54079-59929-BD
"Destination XL Group, Inc.",29905-64034-DL
Limoneira Co,5170-31951-EI
"FTI Consulting, Inc.",52132-54065-AB
Regal Entertainment Group,53357-56988-LH
Chimberos,79111-40565-NB
Elkhorn Commodity Rotation Strategy ETF,36305-47738-IE
"Sportsman's Warehouse Holdings, Inc.",67223-1509-GA
Trongol,25791-59008-AA
Galectin Therapeutics Inc.,742-75183-BO
Aircastle Limited,26736-69486-NE
"Safe Bulkers, Inc",34268-98771-DD
Collahuasi,6327-65043-BD
KT Corporation,15581-7074-JB
"Ashford Hospitality Prime, Inc.",89355-71660-ON
Peapack-Gladstone Financial Corporation,98646-88158-OM
"PrivateBancorp, Inc.",29975-75156-LE
"PrivateBancorp, Inc.",31942-84325-AO
"Gabelli Equity Trust, Inc. (The)",98149-36247-IE
Cambrex Corporation,20622-30869-JD
El Teniente,54532-95123-BO
"OraSure Technologies, Inc.",77502-31888-EE
"India Fund, Inc. (The)",23782-37428-OL
HollyFrontier Corporation,45886-91443-NO
María Elisa,54981-20651-DJ
Envision Healthcare Corporation,38732-57975-OE
Andacollo Oro,57340-44134-BJ
"Argos Therapeutics, Inc.",74623-83078-IM
Entercom Communications Corporation,17758-30471-BJ
"The Travelers Companies, Inc.",41860-74807-MB
Array BioPharma Inc.,56557-96055-AN
"Texas Capital Bancshares, Inc.",64810-97482-FH
Pirquitas,35611-5885-BB
ENGlobal Corporation,98805-91179-GD
Cerro Imán,73229-48613-IM
"Cleveland BioLabs, Inc.",30043-22020-OG
CVS Health Corporation,27751-13256-IO
"UMH Properties, Inc.",15030-87936-HD
"CenterPoint Energy, Inc.",67089-94072-IB
RenaissanceRe Holdings Ltd.,94693-71159-HI
Altamira,4055-76656-DB
Texas Pacific Land Trust,57777-54540-II
Forum Merger Corporation,65856-4892-BN
"NextEra Energy, Inc.",23502-39110-JA
"China Lodging Group, Limited",25720-95977-GM
El Soldado,66125-64038-BD
"Impax Laboratories, Inc.",56842-53914-BJ
Pirquitas,69213-59531-MM
Choquelimpie,14599-58274-LH
Cordillera - Tenardita,61277-87024-KF
Tata Motors Ltd,28089-54239-JF
"Xenia Hotels & Resorts, Inc.",33088-57138-GB
Inacesa - El Jilguero,89723-74941-EE
Costamare Inc.,13597-70065-OB
SQM Salar,7553-33295-BN
Lambert,17484-74563-LD
"PrivateBancorp, Inc.",57594-85010-HJ
CMP - Cerro Negro Norte,91882-87410-IJ
Flor de Los Andes,64556-10367-FO
Manantial,81306-69457-DG
Dorado,21700-12446-BK
Kraton Corporation,18843-43920-BO
Cerro Blanco,58548-76081-DG
La Marcelina,9779-43239-BA
"Discovery Communications, Inc.",14784-20027-BE
"Pinnacle Financial Partners, Inc.",19824-36301-DD
Lota,9955-71561-LJ
Lenga,83349-88287-ME
"SeaChange International, Inc.",82162-83480-NE
Esterline Technologies Corporation,30134-61875-FJ
Nuveen Energy MLP Total Return Fund,41692-26791-DH
Cerro Negro,68509-406-BM
Fair Isaac Corporation,85989-39368-EF
First Trust Senior Loan Fund ETF,23757-63997-NF
Los Bronces,6743-14744-HN
Nuveen Connecticut Quality Municipal Income Fund,54209-77479-MF
"LTC Properties, Inc.",6283-21843-DO
La Marcelina,53439-93799-KN
Bright Scholar Education Holdings Limited,43613-49349-KB
PowerShares KBW High Dividend Yield Financial Portfolio,33658-80383-GF
Cóndor,35810-31179-NA
"Xenia Hotels & Resorts, Inc.",82654-8036-KG
Intracampos,39376-40035-IO
"Avon Products, Inc.",56413-54195-KI
"Destination XL Group, Inc.",63592-93339-GH
"Under Armour, Inc.",16918-85763-GB
La Perla,65574-41846-BB
"MasTec, Inc.",82727-56977-AK
Marte Lobo,94849-50719-KF
B.O.S. Better Online Solutions,14939-80956-DB
Fidus Investment Corporation,9102-44188-AB
SQM - Yumbes,65426-40671-OB
"PrivateBancorp, Inc.",41330-56689-LN
BLDRS Developed Markets 100 ADR Index Fund,37871-38724-BO
"Apple Hospitality REIT, Inc.",13856-85344-BJ
Del Fierro,92187-30674-HB
"ILG, Inc",48920-62410-DJ
Enel Generacion Chile S.A.,18172-48377-IK
Comcast Corporation,63106-67533-DO
Celite - Tana,76675-35532-IK
Pinatolca,33187-49889-FM
"Destination XL Group, Inc.",34500-69577-MB
"Forterra, Inc.",16400-2970-MG
Walter Investment Management Corp.,32810-91629-BB
Pullalli,22463-50390-AD
"Under Armour, Inc.",94067-81390-II
iShares MSCI EM ESG Optimized ETF,74390-42663-AB
El Abra,66283-906-BJ
Suncor EnergyInc.,64395-68306-OI
Galectin Therapeutics Inc.,51121-84915-BB
NVIDIA Corporation,78736-9706-AO
Esterline Technologies Corporation,69904-93892-OF
Zaldívar,41654-92797-FL
"Nustar GP Holdings, LLC",48470-53158-GL
SQM - Pampa Blanca,81190-88471-BB
Victoria,94434-28606-FO
"Ulta Beauty, Inc.",48407-37585-EK
San José,484-24419-HM
Yahoo! Inc.,79616-31125-EB
Clifton Bancorp Inc.,11075-93482-FM
"Apple Hospitality REIT, Inc.",43040-1510-HO
"CatchMark Timber Trust, Inc.",84801-51808-ED
"India Fund, Inc. (The)",24195-71351-GJ
Container Store (The),29679-33378-EH
El Volcán,19973-84232-DM
Credit Acceptance Corporation,21569-71948-OO
"MiMedx Group, Inc",67962-94667-DD
China Cord Blood Corporation,70411-10566-NK
Elkhorn Commodity Rotation Strategy ETF,28231-17948-EI
Mantos de la Luna,66418-20896-DO
Bronce de Petorca,67062-62913-AN
Cabot Corporation,97927-15818-DB
Tranquilo,97419-73579-IB
Drive Shack Inc.,38038-54010-FJ
Alhué,75354-68404-KB
Cohen & Steers Reit and Preferred Income Fund Inc,41079-78738-FH
Iván,72682-31250-OA
Esterline Technologies Corporation,53521-18478-AF
Drive Shack Inc.,56806-30572-KF
SQM - Mapocho,87539-28895-FL
El Volcán,38388-47952-BL
El Guindo,85320-41075-HI
Texas Pacific Land Trust,17527-70780-DI
"Fiserv, Inc.",20459-4847-BG
Terreno Realty Corporation,41125-40401-DL
"Idera Pharmaceuticals, Inc.",6827-77909-AI
"Clear Channel Outdoor Holdings, Inc.",84661-93284-BO
"First Financial Bankshares, Inc.",24961-88342-BF
Navío,95800-65266-OD
Clifton Bancorp Inc.,77173-8324-OJ
La Perla,70475-16557-IA
El Guindo,97936-28347-MI
Silvercrest Asset Management Group Inc.,24379-36660-FH
La Picarda,90145-33271-DB
TICC Capital Corp.,45991-38048-AA
Lomas Bayas,85060-47877-EA
El Salvador,75504-30925-IE
PIMCO Dynamic Credit and Mortgage Income Fund,35305-87573-EA
First Trust Nasdaq Retail ETF,93891-84324-HN
Catamutún,14244-20927-EF
Eaton Vance Corporation,50276-94530-HB
"Westbury Bancorp, Inc.",87528-38286-OD
PowerShares BuyBack Achievers Portfolio,81805-23095-EE
Anheuser-Busch Inbev SA,92187-85384-LH
China Cord Blood Corporation,57872-94585-LN
Laguna Siren,26644-93045-HH
NVIDIA Corporation,59337-81347-FF
PIMCO Dynamic Credit and Mortgage Income Fund,7145-36818-GD
"Pepsico, Inc.",29714-37853-EM
"Shutterstock, Inc.",79426-37705-FK
B.O.S. Better Online Solutions,30265-4312-NG
iShares MSCI EM ESG Optimized ETF,28534-97004-KI
"Vectrus, Inc.",4151-61846-MN
Bronce de Petorca,59543-59361-FK
"Discovery Communications, Inc.",14501-72637-KA
Romeral,70589-22516-LB
Kite Realty Group Trust,51859-84619-KG
"Midland States Bancorp, Inc.",43748-72464-DO
The9 Limited,38334-21259-HK
Cerro Negro,33656-19193-LB
CMP - El Laco,72071-2706-LB
Diana Shipping inc.,73719-6321-GK
"XO Group, Inc.",9122-2716-OG
Altamira,94346-7980-NO
"Aspen Technology, Inc.",66585-98985-OH
AGCO Corporation,50323-41166-KF
First Trust Emerging Markets Small Cap AlphaDEX Fund,37716-18205-AN
"Sportsman's Warehouse Holdings, Inc.",28539-86728-EB
El Abra,18734-15710-GK
Escondida,39766-67974-DH
"Pinnacle Financial Partners, Inc.",62295-94593-LN
Orbotech Ltd.,79323-21875-EE
Cerro Colorado,30189-88356-MG
CMP - Boquerón Chañar,47175-61071-AA
Salesforce.com Inc,76853-85368-KA
Alhué,51393-70072-IA
Incyte Corporation,75988-31639-EO
Georgia Power Company,26989-56405-IJ
"FairPoint Communications, Inc.",57681-22905-KD
The9 Limited,85391-86554-JM
3M Company,41398-16760-OI
"Ocular Therapeutix, Inc.",29411-19339-MM
Kite Realty Group Trust,27501-11167-HO
CMP - Cerro Negro Norte,26061-98620-GK
Refugio,40672-70460-AI
"International Seaways, Inc.",15771-7389-BN
KT Corporation,20044-91484-IB
"Ulta Beauty, Inc.",39226-45315-OM
Dynatronics Corporation,85397-92024-HG
Esterline Technologies Corporation,46105-35909-JJ
"Mid-America Apartment Communities, Inc.",80532-48818-JM
"RiverNorth Opportunities Fund, Inc.",72524-85579-NG
CMP - Romeral,86385-54919-EJ
El Tesoro,40030-64607-KJ
"OraSure Technologies, Inc.",13209-15584-LM
Victoria,99312-32164-NK
Montecristo,68202-56513-ON
La Marcelina,53701-77931-GD
"Pepsico, Inc.",84227-47475-MA
"Gabelli Equity Trust, Inc. (The)",57809-81717-BB
"Avenue Therapeutics, Inc.",65253-4510-GB
Northern Trust Corporation,89633-20571-II
"Nustar GP Holdings, LLC",95903-36625-HB
Cosayach - Soledad,94455-83318-BK
"Appliance Recycling Centers of America, Inc.",87607-46917-IL
"The Travelers Companies, Inc.",91353-81139-HK
Las Piedras,20874-82255-DK
Coirón,24286-68844-ON
"Ulta Beauty, Inc.",62370-28178-LA
CVS Health Corporation,49544-33552-LD
KT Corporation,95056-26657-IH
PowerShares KBW High Dividend Yield Financial Portfolio,64811-85552-KE
"LTC Properties, Inc.",42915-3885-JK
El Toqui,13637-44069-EF
Chimberos,19968-10762-FD
Isla Riesco,20148-50-EK
RenaissanceRe Holdings Ltd.,72885-56301-EI
Quiborax - Ascotán,11514-93808-NM
"Urban One, Inc. ",46558-75347-KI
"MiMedx Group, Inc",50827-7530-OI
"Argos Therapeutics, Inc.",94128-37363-AL
Randgold Resources Limited,7202-88035-AO
Guanaco,7462-46890-HB
"Gray Television, Inc.",41937-91829-JF
3M Company,59737-37808-BE
Kamada Ltd.,55568-9980-MK
"LM Funding America, Inc.",59396-67815-AM
"Safe Bulkers, Inc",19500-6394-IB
Los Bronces,35075-99371-BL
West Corporation,65990-17194-NE
SQM - Pedro de Valdivia,40661-46166-ND
CMP - Los Colorados,42078-39260-NG
JM Global Holding Company,6160-21226-NJ
Montecristo,94194-36358-EM
Catamutún,50828-74192-KE
"Safe Bulkers, Inc",56828-47935-FO
"Destination XL Group, Inc.",32437-31715-DH
PrimeEnergy Corporation,62501-45927-MK
"Taiwan Fund, Inc. (The)",16209-14805-FA
CVS Health Corporation,87835-46219-BA
"Financial Engines, Inc.",47401-5694-AM
HollyFrontier Corporation,4360-58195-GB
Guaranty Bancorp,43648-29229-KF
Guanaco,23805-13082-ME
Arlington Asset Investment Corp,76838-84175-IB
Pampa Camarones,98337-24658-FM
"Evolving Systems, Inc.",72038-76569-FO
iPath US Treasury Long Bond Bear ETN,14476-32077-KF
Lenga,43187-66643-BO
Intracampos,33533-63234-HN
SQM - Mapocho,4123-37735-LI
First Trust International Multi-Asset Diversified Income Index,5345-8996-HJ
III de Atacama Kozan,6985-69701-JI
Pascua,11427-44832-EJ
Terreno Realty Corporation,98618-73167-AN
"PDF Solutions, Inc.",5885-87305-BJ
"Dupont Fabros Technology, Inc.",25683-54706-FE
III de Atacama Kozan,92307-29116-BI
Esperanza,24306-56151-ND
E*TRADE Financial Corporation,61481-59332-AD
Arenal,67173-49015-IH
Kamada Ltd.,54080-48968-DK
Nuveen AMT-Free Municipal Value Fund,97475-82795-BB
"Biocept, Inc.",8931-68812-BO
Dollar General Corporation,87774-33313-NG
"Hurco Companies, Inc.",56031-78358-BB
Pure Cycle Corporation,801-33066-LO
Abeona Therapeutics Inc.,45460-10996-LB
Silvercrest Asset Management Group Inc.,82845-16840-GB
Pirquitas,25311-67549-KB
Georgia Power Company,53033-31730-FO
"HCA Healthcare, Inc.",75713-32523-EE
Cerro Bayo,14860-11757-EG
Kraton Corporation,2172-59298-AK
Gladstone Commercial Corporation,13888-48872-BA
China Mobile (Hong Kong) Ltd.,21474-89126-JA
BlackRock Municipal Target Term Trust Inc. (The),91229-44769-EF
Jerónimo,22116-13975-LG
SQM - Pampa Blanca,75878-79819-MH
Biglari Holdings Inc.,23820-72836-KB
"Sportsman's Warehouse Holdings, Inc.",34592-44355-GG
Cerro Blanco,40627-59973-GE
Crawford & Company,22671-87381-JF
SQM - Yumbes,8360-79594-ML
ACF - Lagunas,99866-10387-IL
SQM - Pampa Blanca,76686-26723-IN
Quebrada Blanca,23099-53562-GD
"Blackhawk Network Holdings, Inc.",75955-68396-DM
"Avon Products, Inc.",78081-59912-LA
Los Bronces,41778-71867-KM
PrimeEnergy Corporation,35807-26100-KJ
Diageo plc,46800-40752-BB
"Idera Pharmaceuticals, Inc.",26929-72697-OM
Lambert,51621-33924-LG
Urstadt Biddle Properties Inc.,36698-7560-KN
"Chegg, Inc.",21142-31956-OD
Entegra Financial Corp.,67681-26557-FM
SQM - Nueva Victoria,62466-9314-EO
"Littelfuse, Inc.",267-23756-BN
"Apple Hospitality REIT, Inc.",30052-99580-EH
"Meridian Waste Solutions, Inc",2579-75692-OA
Montecristo,29844-75442-GE
Fertón,82261-28525-OJ
Julia,17953-72449-DI
"Delcath Systems, Inc.",91075-10000-KE
Mantos de la Luna,55684-56339-HE
Cosayach - Soledad,78104-15401-NE
"Texas Capital Bancshares, Inc.",39886-75147-EB
"Sierra Oncology, Inc.",66904-98476-HG
"SolarEdge Technologies, Inc.",28318-90638-KN
"Waste Management, Inc.",90923-13385-BB
"CatchMark Timber Trust, Inc.",91249-5936-DJ
JM Global Holding Company,85281-83337-AJ
"Chunghwa Telecom Co., Ltd.",62115-9080-LD
Quiborax - Ascotán,10138-97872-KD
Aircastle Limited,13189-13214-JM
Torchmark Corporation,94412-23793-DN
Clifton Bancorp Inc.,48599-11979-JB
Cerro Blanco,54153-2429-IK
"LM Funding America, Inc.",75605-74913-IF
Gilat Satellite Networks Ltd.,4703-84510-LB
CMP - El Laco,78719-16339-OJ
Great Elm Capital Corp.,38230-75249-DB
BlackRock Municipal Target Term Trust Inc. (The),90141-41060-NE
"Western New England Bancorp, Inc.",7999-76288-BI
Western Alliance Bancorporation,46090-74322-MN
Caserones,42779-81447-GB
PureFunds ETFx HealthTech ETF,54113-31094-GF
Cowen Inc.,19353-3280-DB
Crawford & Company,54879-15344-EO
Michilla,64841-89466-GB
Galectin Therapeutics Inc.,30982-16350-BK
Container Store (The),8538-13840-DG
"Franklin Financial Network, Inc.",2738-41668-DD
SQM - Pedro de Valdivia,80444-58731-OI
RenaissanceRe Holdings Ltd.,68836-75390-NB
Nuveen Floating Rate Income Fund,71211-76799-AI
Collahuasi,84797-34167-GB
"H&R Block, Inc.",884-74889-JE
"Discovery Communications, Inc.",20208-99351-AB
Fidus Investment Corporation,49338-29680-BJ
Quiborax,46961-67495-LN
Data Processing,31529-57460-GM
DRDGOLD Limited,52079-22946-JB
Las Pataguas,72420-38961-FD
Incyte Corporation,90863-64072-EI
Apollo Senior Floating Rate Fund Inc.,36772-66740-DM
Fertón,13925-44074-HF
Laguna Siren,13215-49288-HB
Celite - Carol,75279-54868-GA
"Hawkins, Inc.",5939-39478-AK
"Texas Capital Bancshares, Inc.",36741-10707-LO
"Urban One, Inc. ",31368-6926-FD
Isla Riesco,25776-22905-BB
Alliance National Municipal Income Fund Inc,8140-80612-KO
Western Asset Bond Fund,52675-7347-BE
The Community Financial Corporation,51798-63629-BD
EQT Corporation,51550-57479-OM
PowerShares Golden Dragon China Portfolio,34717-4268-DB
The Community Financial Corporation,67523-68565-FA
Cabot Corporation,47143-39114-HM
Pullalli,35476-80655-BI
Schwager,22423-81294-FB
San José,92429-63705-JL
"Blackhawk Network Holdings, Inc.",99730-33471-EO
Fair Isaac Corporation,70797-2506-NA
Nuveen Energy MLP Total Return Fund,17118-42449-BE
"Urban One, Inc. ",46165-56173-BI
Kite Realty Group Trust,96747-18748-JI
Mackinac Financial Corporation,81597-4773-AK
CMP - Boquerón Chañar,21859-81414-MA
"Gabelli Equity Trust, Inc. (The)",86642-50925-GM
Diageo plc,46148-12320-AI
Peckett,45881-85097-FN
"Dupont Fabros Technology, Inc.",39783-14996-JB
Microsemi Corporation,19877-28004-MJ
Texas Pacific Land Trust,6435-56952-EJ
"Hurco Companies, Inc.",99373-76035-JK
Colico Sur,94741-86347-DF
"Investors Bancorp, Inc.",12374-35043-JN
PTC Inc.,32217-13472-IF
El Teniente,12562-59261-ON
Fair Isaac Corporation,21918-43077-GM
Stamps.com Inc.,25708-6329-FA
Blackstone GSO Long Short Credit Income Fund,68508-68956-GH
Sierra Gorda,35534-38911-KA
Linderos,64106-36497-AD
Torchmark Corporation,88694-13664-AM
Entercom Communications Corporation,12146-12175-FD
Central Garden & Pet Company,14395-27958-DO
PrimeEnergy Corporation,57792-82342-OD
"Commerce Bancshares, Inc.",42422-60587-BG
"Destination XL Group, Inc.",89323-15085-IJ
BlackRock Municipal Target Term Trust Inc. (The),78479-9991-FE
"Westbury Bancorp, Inc.",95733-43475-FK
"Gray Television, Inc.",34009-29546-GM
"Spark Energy, Inc.",49239-39119-GM
"Gabelli Equity Trust, Inc. (The)",3334-95773-FL
Montecristo,33267-99735-OF
"Urban One, Inc. ",92027-15436-IH
"Recon Technology, Ltd.",14370-79855-IO
Mantos Blancos,78639-20462-DD
Georgia Power Company,61893-2094-AA
"Blackhawk Network Holdings, Inc.",87599-28796-ML
Mackinac Financial Corporation,90967-5485-FI
"India Fund, Inc. (The)",81478-84643-LB
"First Hawaiian, Inc.",79627-73184-EJ
"Edge Therapeutics, Inc.",77890-23137-EK
Lenga,63220-90990-IE
"Hub Group, Inc.",86319-84967-GF
Quiborax - Ascotán,86621-6555-HE
Punta de Lobos - Kanita,801-37484-BL
"Argos Therapeutics, Inc.",25520-34968-JI
"H&R Block, Inc.",35591-58105-HN
"Waste Management, Inc.",69911-91798-EK
West Corporation,48968-88208-MA
"Ellie Mae, Inc.",50858-72807-AL
Royal Caribbean Cruises Ltd.,15366-83322-NM
Maganeso III de Atacama,75691-18447-GI
Apollo Senior Floating Rate Fund Inc.,26861-1171-IK
Pascua,96854-52634-NG
Cummins Inc.,22277-70418-EF
Unisys Corporation,69822-37658-HJ
"Silicon Laboratories, Inc.",25190-56697-OA
"Recon Technology, Ltd.",30462-76828-JI
"Appliance Recycling Centers of America, Inc.",31424-62855-AI
"Chegg, Inc.",38210-73748-JO
Central Garden & Pet Company,8125-85315-GB
CMP - Romeral,86047-10186-EO
Franke,53103-9630-GO
Linderos,22781-52474-IF
Natl Westminster Pfd,2341-40165-DF
"Gray Television, Inc.",86990-16135-BM
First Trust Senior Loan Fund ETF,93973-49451-HJ
"Franklin Financial Network, Inc.",70152-50358-NK
Esperanza,32807-35406-OA
First Trust South Korea AlphaDEX Fund,49932-61208-GL
"Gray Television, Inc.",51213-27187-EK
U.S. Energy Corp.,15283-17301-OL
"Zynerba Pharmaceuticals, Inc.",98111-15619-DI
Salesforce.com Inc,73711-13659-HE
Lomas Bayas,63862-26790-HD
El Morro,29440-53462-KB
"Avenue Therapeutics, Inc.",45097-69005-OK
Las Pataguas,68419-53745-OM
Flor de Los Andes,82542-50254-BF
El Volcán,20969-52098-EB
"LM Funding America, Inc.",68751-36889-DJ
"MasTec, Inc.",36937-76187-FA
"Hawkins, Inc.",7719-84138-IL
"Appliance Recycling Centers of America, Inc.",72739-63658-OI
PowerShares KBW High Dividend Yield Financial Portfolio,32139-80909-IF
El Volcán,64395-83981-KK
Azul S.A.,59151-2147-GK
